Acres_burned,Fire_cause,FireDiscoveryDateTime,FireOutDateTime,IncidentName,Latitude,Longitude,County,Country,State,Fire_duration,Month,Month_name
1,Debris/Open Burning,2021/03/15 22:08:59+00,2021/03/22 17:29:59+00,Bass Court,48.18181,-114.0947,Flathead,US,MT,7,3,Mar
3,Firearms/Weapons,2021/02/26 09:16:35+00,2021/03/22 22:01:00+00,Red Hill 21,31.13515,-89.06971,Perry,US,MS,24,2,Feb
2,Incendiary,2021/02/05 05:16:59+00,2021/02/10 15:59:59+00,Third,31.10673,-88.94315,Perry,US,MS,5,2,Feb
0,Other Human Cause,2021/01/23 22:56:00+00,2021/01/24 17:03:59+00,Lookout,36.80574,-92.06342,Howell,US,MO,1,1,Jan
849,Other Human Cause,2021/04/03 22:52:00+00,2021/04/16 22:12:59+00,Goetz,36.61971,-92.814,Taney,US,MO,13,4,Apr
2,Cause and Origin Not Identified,2021/04/06 21:52:00+00,2021/04/12 18:59:59+00,Deckard Ridge,39.091712,-86.345903,Brown,US,IN,6,4,Apr
15,Incendiary,2021/02/05 01:57:00+00,2021/02/10 15:59:59+00,First,31.09964,-88.96915,Perry,US,MS,6,2,Feb
1,Incendiary,2021/03/13 01:34:59+00,2021/03/15 12:59:59+00,Hitching Post,31.57612,-88.98148,Jones,US,MS,2,3,Mar
204,Incendiary,2021/03/01 00:17:00+00,2021/03/22 22:04:00+00,313B,31.10848,-89.21774,Forrest,US,MS,22,3,Mar
28,Firearms/Weapons,2021/01/09 23:38:00+00,2021/01/19 15:00:00+00,Goat,34.63588,-112.0244,Yavapai,US,AZ,10,1,Jan
5,Railroad,2021/04/02 19:34:59+00,2021/04/07 21:59:59+00,POI Rail Yard,41.622117,-87.148383,Porter,US,IN,5,4,Apr
50,Other Human Cause,2021/04/04 17:27:00+00,2021/04/17 16:20:00+00,Young Hollow ,36.93211,-91.25754,Shannon,US,MO,13,4,Apr
4,Other Human Cause,2021/02/27 19:53:00+00,2021/04/10 19:24:00+00,Middle Prong,30.50644,-82.45027,Baker,US,FL,42,2,Feb
3,Other Human Cause,2021/04/05 22:52:00+00,2021/04/16 22:20:00+00,Long Hollow,37.58414,-92.1127,Texas,US,MO,11,4,Apr
1,Camping,2021/01/04 15:24:00+00,2021/01/05 15:30:00+00,Jailhouse Rock,37.83315,-83.69669,Powell,US,KY,1,1,Jan
0,Cause and Origin Not Identified,2021/04/06 14:09:57+00,2021/04/07 15:00:00+00,Black River,46.66795,-90.03992,Gogebic,US,MI,1,4,Apr
6,Incendiary,2021/01/02 21:20:59+00,2021/01/04 21:59:59+00,Lonnie,31.06766,-89.05772,Perry,US,MS,2,1,Jan
4,Other Human Cause,2021/01/23 20:12:00+00,2021/01/24 15:10:00+00,Hastings Ranch,37.230844,-89.440294,Alexander,US,IL,1,1,Jan
3,Investigated but Undetermined,2021/03/19 00:40:00+00,2021/03/21 23:00:00+00,Mill Creek,34.63143,-93.16334,Garland,US,AR,3,3,Mar
15,Incendiary,2021/03/13 23:05:00+00,2021/03/14 22:50:00+00,RL 016 GOODS,48.0153,-95.5799,Clearwater,US,MN,1,3,Mar
0,Other Human Cause,2021/03/07 20:34:00+00,2021/03/08 18:33:59+00,0028 RS,44.00093,-120.9095,Crook,US,OR,1,3,Mar
40,Firearms/Weapons,2021/03/03 19:07:42+00,2021/03/24 13:18:00+00,Middle Creek,31.09155,-89.12051,Perry,US,MS,21,3,Mar
2,Utilities,2021/03/24 17:58:59+00,2021/03/25 16:18:59+00,Divide,48.054117,-103.0585,McKenzie,US,ND,1,3,Mar
10,Utilities,2021/04/05 20:29:59+00,2021/04/07 21:59:59+00,Lieber Fire,39.503784,-86.876506,Putnam,US,IN,2,4,Apr
0,Equipment,2021/04/21 18:03:00+00,2021/04/27 12:59:59+00,Rock House Unit 6,34.68244,-93.81659,Montgomery,US,AR,6,4,Apr
8,Debris/Open Burning,2021/03/22 00:28:45+00,2021/03/26 15:04:59+00,Hickory Ridge,37.675917,-89.39295,Jackson,US,IL,5,3,Mar
2,Equipment,2021/01/06 19:44:59+00,2021/01/06 21:59:59+00,Big Red - Dawson,47.162778,-104.987778,Dawson,US,MT,0,1,Jan
23,Incendiary,2021/03/10 20:23:00+00,2021/03/26 17:00:59+00,McGee,34.703883,-89.11955,Benton,US,MS,16,3,Mar
762,Incendiary,2021/03/08 20:42:00+00,2021/03/24 13:17:00+00,Cypress,31.1265,-89.009,Perry,US,MS,16,3,Mar
33,Firearms/Weapons,2021/01/09 15:21:59+00,2021/01/11 21:59:59+00,Pearces Creek,31.10189,-89.09356,Perry,US,MS,2,1,Jan
749,Utilities,2021/03/04 21:00:00+00,2021/04/05 14:00:00+00,Middle Charley - Richland,47.88077,-104.9699,Richland,US,MT,32,3,Mar
6,Debris/Open Burning,2021/03/04 23:11:00+00,2021/03/17 16:36:00+00,Dry,43.55918,-103.3117,Custer,US,SD,13,3,Mar
3,Incendiary,2021/03/20 19:26:00+00,2021/03/24 16:15:00+00,Homestead,37.25567,-84.1888,Laurel,US,KY,4,3,Mar
0,Investigated but Undetermined,2021/01/14 23:15:00+00,2021/01/15 15:00:00+00,Bad Creek ,34.7535,-83.370833,Rabun,US,GA,1,1,Jan
155,Other Human Cause,2021/02/23 21:54:00+00,2021/03/04 16:50:00+00,Highway 61,30.34062,-84.31118,Leon,US,FL,9,2,Feb
4,Incendiary,2021/04/03 22:37:00+00,2021/04/10 18:24:00+00,Bigfoot,30.68075,-89.03912,Stone,US,MS,7,4,Apr
1,Utilities,2021/02/03 17:00:00+00,2021/02/04 20:00:00+00,Antelope,48.05849,-102.8006,McKenzie,US,ND,1,2,Feb
49,Debris/Open Burning,2021/02/24 21:38:00+00,2021/03/04 15:30:00+00,Dry Prong,31.57875,-92.46379,Grant,US,LA,8,2,Feb
3,Debris/Open Burning,2021/02/26 21:04:00+00,2021/03/09 18:00:00+00,White Gate,44.25071,-103.4977,Lawrence,US,SD,11,2,Feb
1,Debris/Open Burning,2021/01/14 00:58:00+00,2021/01/27 21:00:00+00,Datum Creek,44.52187,-103.992,Lawrence,US,SD,14,1,Jan
2,Other Human Cause,2021/01/10 19:13:50+00,2021/01/11 23:00:00+00,BORDER,32.58733,-116.768958,San Diego,US,CA,1,1,Jan
43,Incendiary,2021/02/28 17:19:59+00,2021/03/24 13:59:00+00,Burger Camp,31.50516,-88.94041,Wayne,US,MS,24,2,Feb
2546,Equipment,2021/03/06 21:19:00+00,2021/04/22 20:00:00+00,Agate Bed,43.67041,-103.007,Custer,US,SD,47,3,Mar
22,Other Human Cause,2021/01/17 18:20:00+00,2021/01/21 18:49:59+00,Rock,34.76362,-93.41386,Yell,US,AR,4,1,Jan
34,Debris/Open Burning,2021/03/07 16:55:00+00,2021/03/24 13:17:00+00,307F1,30.93217,-88.80178,George,US,MS,17,3,Mar
41,Incendiary,2021/02/28 23:29:00+00,2021/03/22 22:04:00+00,Chaney,30.91185,-89.16859,Forrest,US,MS,22,2,Feb
2,Other Human Cause,2021/03/20 21:07:00+00,2021/03/31 19:10:00+00,Tower,36.95034,-91.21198,Carter,US,MO,11,3,Mar
451,Debris/Open Burning,2021/03/14 01:30:00+00,2021/03/15 17:00:00+00,RL 022 SOUTH OF GOODS,47.987535,-95.567054,Clearwater,US,MN,2,3,Mar
33,Other Human Cause,2021/03/09 23:19:00+00,2021/03/24 17:00:00+00,Fountain Bluff,37.681375,-89.498594,Jackson,US,IL,15,3,Mar
0,Incendiary,2021/03/09 14:15:00+00,2021/03/10 21:30:00+00,Antelope Creek Spot,48.024444,-102.680833,McKenzie,US,ND,1,3,Mar
45,Other Human Cause,2021/04/04 21:08:00+00,2021/04/16 22:11:00+00,Roby ,37.54,-92.13954,Texas,US,MO,12,4,Apr
82,Coal Seam,2021/03/06 18:29:00+00,2021/04/05 14:00:00+00,West Fork,45.69238,-106.139,Powder River,US,MT,30,3,Mar
0,Camping,2021/03/28 14:45:00+00,2021/03/29 02:00:00+00,LAKEVIEW,31.42811,-110.4506,Cochise,US,AZ,0,3,Mar
2,Incendiary,2021/04/06 00:00:00+00,2021/04/08 18:59:59+00,Wildlife,38.7175,-82.494444,Lawrence,US,OH,3,4,Apr
1,Other Human Cause,2021/03/22 17:18:00+00,2021/04/06 14:00:00+00,7 Mile - Dawson,47.09693,-104.7969,Dawson,US,MT,15,3,Mar
22,Cause and Origin Not Identified,2021/02/24 23:19:00+00,2021/03/09 22:09:00+00,FLAT,41.56629,-120.6107,Modoc,US,CA,13,2,Feb
27,Incendiary,2021/04/03 20:21:00+00,2021/04/15 21:00:00+00,Pine Mtn,34.64869,-94.40975,Polk,US,AR,12,4,Apr
16,Incendiary,2021/03/09 12:27:59+00,2021/03/11 18:59:59+00,Emerald,34.67258,-94.15999,Polk,US,AR,2,3,Mar
3,Investigated but Undetermined,2021/03/11 17:50:00+00,2021/03/19 18:59:59+00,Browns Run,41.819,-79.0957,Warren,US,PA,8,3,Mar
10,Debris/Open Burning,2021/02/06 20:45:00+00,2021/02/10 20:00:00+00,County Road 127,40.40028,-110.3129,Duchesne,US,UT,4,2,Feb
9,Other Human Cause,2021/01/20 19:17:00+00,2021/02/05 12:59:00+00,Middle Fork,38.228,-86.6401,Perry,US,IN,16,1,Jan
62,Debris/Open Burning,2021/03/28 20:28:00+00,2021/04/06 14:00:00+00,Miles Creek - Custer,46.62693,-105.5519,Custer,US,MT,9,3,Mar
1633,Incendiary,2021/03/07 17:27:00+00,2021/03/24 13:17:00+00,Davis,31.09102,-89.17088,Forrest,US,MS,17,3,Mar
3091,Investigated but Undetermined,2021/03/30 02:00:00+00,2021/04/06 23:29:59+00,Biesterfeld,46.396389,-97.464722,Ransom,US,ND,8,3,Mar
0,Incendiary,2021/01/23 21:30:00+00,2021/01/25 14:00:00+00,Rock Fire,34.75595,-83.373383,Rabun,US,GA,2,1,Jan
15,Cause and Origin Not Identified,2021/03/06 22:21:00+00,2021/03/10 00:00:00+00,Hickman,30.82083,-88.96237,Stone,US,MS,3,3,Mar
0,Other Human Cause,2021/04/18 20:48:00+00,2021/04/19 19:28:00+00,Razor,33.77421,-111.6844,Maricopa,US,AZ,1,4,Apr
1,Cause and Origin Not Identified,2021/01/08 22:06:59+00,2021/01/08 23:00:00+00,ADD21,26.2445,-80.96168,Collier,US,FL,0,1,Jan
3,Other Human Cause,2021/03/19 19:18:59+00,2021/03/22 13:15:00+00,Swamp,47.44196,-94.01883,Itasca,US,MN,3,3,Mar
15,Firearms/Weapons,2021/03/01 22:56:00+00,2021/03/03 14:29:59+00,Scoria,47.644444,-103.314444,McKenzie,US,ND,2,3,Mar
0,Undetermined,2021/04/06 19:57:00+00,2021/04/06 20:06:59+00,Ingram,25.3779,-80.62383,Miami-Dade,US,FL,0,4,Apr
0,Debris/Open Burning,2021/05/06 20:31:27+00,2021/05/14 21:19:00+00,Swan Cove,48.04325,-113.973,Lake,US,MT,8,5,May
0,Debris/Open Burning,2021/04/07 19:29:18+00,2021/04/21 16:30:00+00,Wild Swan,48.06424,-113.9573,Flathead,US,MT,14,4,Apr
1,Other Human Cause,2021/04/27 17:35:00+00,2021/05/06 15:04:59+00,Lost Woods,37.90672,-91.07873,Washington,US,MO,9,4,Apr
0,Other Human Cause,2021/04/07 18:00:00+00,2021/04/17 16:17:00+00,LITTLE LEWIS 1,37.03759,-91.32527,Shannon,US,MO,10,4,Apr
4,Debris/Open Burning,2021/04/30 03:07:00+00,2021/05/14 20:35:00+00,Blue Lake,48.13794,-114.0588,Flathead,US,MT,15,4,Apr
0,Undetermined,2021/05/07 08:00:00+00,2021/05/07 20:29:59+00,Quail Bush,34.13446,-114.2676,La Paz,US,AZ,0,5,May
1,Debris/Open Burning,2021/05/06 21:01:29+00,2021/05/09 23:14:03+00,Millers Reach,61.616133,-149.818333,Matanuska-Susitna,US,AK,3,5,May
1,Undetermined,2021/05/05 22:44:59+00,2021/05/12 21:04:59+00,Jimmie Creek,45.8186,-116.166,Idaho,US,ID,7,5,May
4,Other Human Cause,2021/04/13 23:16:59+00,2021/04/17 17:32:00+00,BUFFALO,36.68928,-91.05656,Ripley,US,MO,4,4,Apr
2,Other Human Cause,2021/05/05 22:18:59+00,2021/05/20 18:59:59+00,Axle,33.2704,-111.1917,Pinal,US,AZ,15,5,May
0,Debris/Open Burning,2021/05/07 18:58:35+00,2021/05/07 19:30:00+00,Monegan,48.39439,-114.3129,Flathead,US,MT,0,5,May
1,Other Human Cause,2021/04/07 19:11:00+00,2021/04/17 16:18:00+00,Little Lewis 2,37.03155,-91.32562,Shannon,US,MO,10,4,Apr
2600,Cause not found,2021/05/07 18:36:00+00,2021/05/26 20:00:00+00,COPPER CANYON,33.435,-110.756,Gila,US,AZ,19,5,May
1,Undetermined,2021/05/08 17:21:00+00,2021/05/15 13:18:00+00,Biss,47.65971,-92.617,St. Louis,US,MN,7,5,May
1000,Other Human Cause,2021/05/08 17:15:00+00,2021/06/24 17:58:00+00,Maverick,33.90867,-111.626,Maricopa,US,AZ,47,5,May
0,Camping,2021/05/09 00:43:00+00,2021/05/12 17:00:00+00,CRATER,37.6951,-119.0037,Mono,US,CA,4,5,May
5546,Other Human Cause,2021/05/08 21:12:00+00,2021/06/13 21:00:00+00,Tussock,33.99624,-112.3188,Yavapai,US,AZ,36,5,May
0,Other Human Cause,2021/05/08 17:32:03+00,2021/05/09 17:34:00+00,SHOOTING,34.31069,-118.3562,Los Angeles,US,CA,1,5,May
0,Undetermined,2021/05/09 22:26:00+00,2021/05/10 21:43:59+00,Inguadona,46.98674,-94.12482,Cass,US,MN,1,5,May
241,Cause not found,2021/05/08 23:23:00+00,2021/08/05 18:59:59+00,GILA RIVER,33.04033,-111.2588,Pinal,US,AZ,89,5,May
2,Debris/Open Burning,2021/05/08 02:59:12+00,2021/06/16 22:30:00+00,Tall Pine,48.26061,-114.421,Flathead,US,MT,40,5,May
8,Cause not found,2021/05/05 20:11:00+00,2021/05/05 23:48:59+00,SUN VALLEY ,33.63791,-112.467,Maricopa,US,AZ,0,5,May
1,Cause not found,2021/05/10 17:11:00+00,2021/05/24 21:29:00+00,0157 CR ,43.60053,-121.6876,Klamath,US,OR,14,5,May
2,Other Human Cause,2021/04/26 02:00:00+00,2021/05/04 02:00:05+00,Cape Pole,55.965056,-133.794358,Prince of Wales-Hyder,US,AK,8,4,Apr
2,Debris/Open Burning,2021/05/09 20:44:56+00,2021/05/11 00:10:09+00,Champion,61.66278,-149.36139,Matanuska-Susitna,US,AK,1,5,May
0,Incendiary,2021/05/08 23:24:12+00,2021/05/11 00:15:11+00,Juniper,61.54078,-149.03336,Matanuska-Susitna,US,AK,2,5,May
0,Undetermined,2021/02/15 21:49:00+00,2021/02/19 22:57:00+00,Date,32.82824,-114.4516,Yuma,US,AZ,4,2,Feb
1,Cause not found,2021/05/10 19:38:00+00,2021/05/10 22:11:00+00,MACDULLA,32.40764,-109.9191,Cochise,US,AZ,0,5,May
850,Other Human Cause,2021/04/29 23:13:59+00,2021/05/11 17:50:00+00,Eskiminzin,32.9555,-110.7208,Pinal,US,AZ,12,4,Apr
4,Other Human Cause,2021/05/08 14:15:00+00,2021/05/17 23:00:00+00,DILLER,41.41183,-122.3301,Siskiyou,US,CA,9,5,May
0,Other Human Cause,2021/05/11 17:56:00+00,2021/05/12 16:50:00+00,Bow,47.55121,-93.98375,Itasca,US,MN,1,5,May
21,Undetermined,2021/04/05 17:48:22+00,2021/04/07 22:15:00+00,Corral,34.69899,-119.3709,Ventura,US,CA,2,4,Apr
62,Undetermined,2021/04/20 18:36:00+00,2021/05/06 16:28:00+00,Oakley Cave,37.013583,-83.4785,Leslie,US,KY,16,4,Apr
278,Cause not found,2021/05/07 20:00:00+00,2021/05/17 13:30:00+00,Atchley Ranch,36.41838,-103.7506,Union,US,NM,10,5,May
133,Undetermined,2021/05/07 20:45:00+00,2021/05/26 22:18:00+00,Hawkins ,37.33064,-108.5909,Montezuma,US,CO,19,5,May
24,Other Human Cause,2021/05/11 18:46:00+00,2021/06/10 18:59:59+00,Wahlstrom,42.2511,-114.2331,Twin Falls,US,ID,30,5,May
1,Firearms/Weapons,2021/05/09 01:28:00+00,2021/05/12 19:46:00+00,Dump ,42.43967,-122.1176,Klamath,US,OR,4,5,May
70,Debris/Open Burning,2021/04/06 22:07:00+00,2021/04/27 17:37:00+00,SAINT PETERS,48.7702,-118.5644,Ferry,US,WA,21,4,Apr
33,Debris/Open Burning,2021/04/17 06:00:00+00,2021/05/04 20:00:00+00,Mission 32,47.542,-116.3573,Kootenai,US,ID,18,4,Apr
2,Firearms/Weapons,2021/05/09 01:46:00+00,2021/05/16 23:19:59+00,Pinyon,39.23514,-119.4505,Lyon,US,NV,8,5,May
0,Equipment,2021/03/13 00:00:00+00,2021/03/13 02:00:00+00,Sandstone - Fallon,46.41493,-104.5889,Fallon,US,MT,0,3,Mar
0,Debris/Open Burning,2021/03/14 20:00:00+00,2021/03/14 21:59:59+00,Dump - Fallon,46.41193,-104.5159,Fallon,US,MT,0,3,Mar
9,Equipment,2021/04/02 21:29:41+00,2021/04/08 20:22:00+00,SPRING VALLEY,48.08063,-117.1147,Pend Oreille,US,WA,6,4,Apr
1,Equipment,2021/05/07 21:49:59+00,2021/05/13 20:00:00+00,I-90 MM 529,45.36938,-107.3583,Big Horn,US,MT,6,5,May
2489,Cause not found,2021/05/07 20:29:59+00,2021/05/17 13:30:00+00,Skiles 57,36.7925,-103.4013,Union,US,NM,10,5,May
2,Railroad,2021/05/13 22:24:00+00,2021/05/13 23:00:00+00,MATHESON,43.57134,-105.3819,Campbell,US,WY,0,5,May
0,Debris/Open Burning,2021/05/14 02:49:07+00,2021/05/29 20:52:34+00,Vega,61.641827,-149.137713,Matanuska-Susitna,US,AK,16,5,May
29,Lightning,2021/05/06 19:05:00+00,2021/06/02 14:00:00+00,Cook,45.65907,-106.1017,Powder River,US,MT,27,5,May
1,Other Human Cause,2021/04/25 21:27:59+00,2021/05/06 18:00:00+00,Bushnell,33.85855,-111.4593,Maricopa,US,AZ,11,4,Apr
0,Other Human Cause,2021/05/14 00:01:00+00,2021/05/14 19:25:00+00,SANDY,40.79764,-123.4046,Trinity,US,CA,1,5,May
11,Other Human Cause,2021/05/11 18:40:00+00,2021/05/19 23:00:00+00,BLUE,34.32992,-117.5131,San Bernardino,US,CA,8,5,May
8,Undetermined,2021/05/14 21:26:00+00,2021/06/14 21:48:00+00,Marsh Ridge,42.91107,-121.6329,Klamath,US,OR,31,5,May
13,Other Human Cause,2021/04/08 22:49:00+00,2021/04/20 22:30:00+00,RIVERBED,35.06784,-108.8512,McKinley,US,NM,12,4,Apr
1,Undetermined,2021/05/16 20:13:59+00,2021/05/19 19:50:00+00,Garbage ,47.03377,-93.88168,Cass,US,MN,3,5,May
0,Other Human Cause,2021/04/21 00:39:00+00,2021/04/22 23:27:00+00,SHANNON SPRINGS,31.38212,-110.76,Santa Cruz,US,AZ,2,4,Apr
0,Other Human Cause,2021/05/01 17:55:00+00,2021/05/01 21:00:00+00,CAMPINI,31.56902,-110.113,Santa Cruz,US,AZ,0,5,May
0,Camping,2021/01/09 19:04:00+00,2021/01/09 19:44:59+00,4684,31.50154,-110.7149,Santa Cruz,US,AZ,0,1,Jan
34,Other Human Cause,2021/05/15 20:19:59+00,2021/06/02 21:00:00+00,Elk ,44.28435,-115.0314,Custer,US,ID,18,5,May
0,Debris/Open Burning,2021/05/16 22:05:38+00,2021/05/21 20:32:18+00,Walling,61.534,-148.971333,Matanuska-Susitna,US,AK,5,5,May
2,Camping,2021/05/15 00:32:00+00,2021/06/22 14:00:00+00,Sage Hen,47.02056,-107.8565,Garfield,US,MT,39,5,May
1,Camping,2021/05/17 11:18:00+00,2021/05/22 17:29:59+00,South Side,43.72874,-72.91666,Rutland,US,VT,5,5,May
25,Undetermined,2021/04/18 19:10:00+00,2021/04/29 18:10:00+00,Indian Staircase,37.846444,-83.61575,Menifee,US,KY,11,4,Apr
2,Lightning,2021/05/15 16:11:00+00,2021/05/21 00:59:59+00,Alpha,40.00692,-116.1814,Eureka,US,NV,5,5,May
0,Other Human Cause,2021/05/16 21:14:59+00,2021/05/18 17:45:00+00,Antlers,40.88408,-122.3842,Shasta,US,CA,2,5,May
10,Other Human Cause,2021/05/17 00:51:00+00,2021/07/26 18:00:00+00,COTTONWOOD,37.6003,-114.6633,Clark,US,NV,71,5,May
1,Debris/Open Burning,2021/05/16 18:38:44+00,2021/05/24 19:47:00+00,Pin,48.09408,-114.8501,Flathead,US,MT,8,5,May
0,Undetermined,2021/05/16 20:28:00+00,2021/05/19 19:44:59+00,Bait Shop,47.11536,-94.61008,Cass,US,MN,3,5,May
50,Other Human Cause,2021/05/15 23:45:59+00,2021/05/21 18:43:59+00,SAGEMOOR,46.39473,-119.0401,Franklin,US,WA,6,5,May
1,Debris/Open Burning,2021/04/14 22:58:34+00,2021/04/28 19:02:59+00,INDIAN DAN,48.17057,-119.7657,Okanogan,US,WA,14,4,Apr
3,Debris/Open Burning,2021/05/15 22:54:00+00,2021/06/01 14:03:59+00,Lemhi County Assist #2/Alder,44.76574,-113.518,Lemhi,US,ID,17,5,May
0,Firearms/Weapons,2021/05/15 19:59:00+00,2021/05/17 18:00:00+00,ELPASO,43.85281,-116.6924,Gem,US,ID,2,5,May
236,Cause not found,2021/05/15 22:15:59+00,2021/05/24 18:59:59+00,AMERIND ,32.04625,-110.0792,Cochise,US,AZ,9,5,May
3,Lightning,2021/05/15 02:16:59+00,2021/05/26 00:59:59+00,Belmont,41.19859,-117.4768,Humboldt,US,NV,11,5,May
80,Cause not found,2021/05/14 22:44:59+00,2021/07/04 18:04:59+00,WHITE TANK,33.58284,-112.582,Maricopa,US,AZ,51,5,May
0,Equipment,2021/03/30 17:25:00+00,2021/03/30 17:50:00+00,Ranch,34.96114,-114.5994,Mohave,US,AZ,0,3,Mar
4,Undetermined,2021/05/14 20:41:00+00,2021/06/02 19:37:00+00,LG Campground,45.31327,-107.3547,Big Horn,US,MT,19,5,May
1,Lightning,2021/05/15 02:21:00+00,2021/05/25 00:59:59+00,Prairie Dog,40.98505,-117.7224,Humboldt,US,NV,10,5,May
26,Cause not found,2021/05/14 00:14:00+00,2021/05/22 21:00:00+00,ZACATTACK,31.45477,-109.9192,Cochise,US,AZ,9,5,May
1,Debris/Open Burning,2021/05/14 19:12:00+00,2021/05/15 18:59:59+00,South Deep Creek,40.38954,-109.78767,Uintah,US,UT,1,5,May
0,Undetermined,2021/05/14 18:43:00+00,2021/05/19 18:59:59+00,LUCKY JIM,48.53172,-120.3027,Okanogan,US,WA,5,5,May
78,Cause not found,2021/05/13 19:43:00+00,2021/05/27 21:43:00+00,Osborn Road,47.63575,-92.71285,St. Louis,US,MN,14,5,May
1,Equipment,2021/05/13 20:00:00+00,2021/05/24 00:59:59+00,Cane Springs,41.39914,-117.8227,Humboldt,US,NV,10,5,May
0,Cause not found,2021/05/13 16:15:00+00,2021/05/25 23:29:59+00,Parkway,39.56626,-119.4867,Washoe,US,NV,12,5,May
0,Debris/Open Burning,2021/05/06 21:59:59+00,2021/05/10 16:36:00+00,PINE,43.59591,-115.2587,Elmore,US,ID,4,5,May
7,Undetermined,2021/05/13 18:10:00+00,2021/05/21 18:43:59+00,NAYLOR,47.24913,-119.5716,Grant,US,WA,8,5,May
130,Cause not found,2021/05/12 20:42:59+00,2021/05/16 21:00:00+00,PINTO ,33.38122,-110.9632,Gila,US,AZ,4,5,May
91,Cause not found,2021/05/12 22:57:00+00,2021/05/14 21:30:00+00,KIRKLAND,34.004,-112.5528,Yavapai,US,AZ,2,5,May
145,Lightning,2021/05/11 21:17:00+00,2021/06/01 22:07:00+00,Jackson,47.1295,-108.061667,Petroleum,US,MT,21,5,May
0,Equipment,2021/05/12 02:18:00+00,2021/05/12 18:14:59+00,East Magic,43.28193,-114.3027,Blaine,US,ID,1,5,May
22,Cause not found,2021/05/11 22:28:00+00,2021/05/17 18:00:00+00,Summerall Lane,40.287883,-110.017967,Duchesne,US,UT,6,5,May
71,Incendiary,2021/04/20 06:54:00+00,2021/05/17 18:14:59+00,Golf Course,35.03223,-114.6453,Clark,US,NV,27,4,Apr
216,Cause not found,2021/05/07 20:06:59+00,2021/06/21 14:00:00+00,Verde,33.74784,-111.5911,Maricopa,US,AZ,45,5,May
132,Debris/Open Burning,2021/02/17 18:09:00+00,2021/03/01 23:00:00+00,Cow Palace,34.07698,-114.3555,La Paz,US,AZ,12,2,Feb
1,Debris/Open Burning,2021/02/16 17:53:00+00,2021/02/19 00:45:00+00,Field 1,34.1079,-114.2903,La Paz,US,AZ,2,2,Feb
0,Debris/Open Burning,2021/04/16 22:19:02+00,2021/04/23 21:13:00+00,STAGECOACH,48.50964,-119.2427,Okanogan,US,WA,7,4,Apr
7,Lightning,2021/05/16 02:18:32+00,2021/05/17 02:39:14+00,John Reek Creek,63.144,-155.693333,Yukon-Koyukuk,US,AK,1,5,May
12,Lightning,2021/05/14 20:03:48+00,2021/05/26 21:59:59+00,R-1 ROCK,40.975333,-120.0905,Lassen,US,CA,12,5,May
0,Other Human Cause,2021/04/04 03:00:00+00,2021/04/04 03:59:59+00,Indian Zone Camp,33.87362,-114.502,La Paz,US,AZ,0,4,Apr
0,Other Human Cause,2021/05/12 04:30:00+00,2021/05/19 20:58:59+00,CHIEF JOE TRAIL,48.50227,-119.273,Okanogan,US,WA,8,5,May
400,Cause not found,2021/05/16 23:00:59+00,2021/05/17 22:31:59+00,CHAPMAN CREEK,45.71999,-120.3166,Klickitat,US,WA,1,5,May
95,Debris/Open Burning,2021/04/17 22:15:00+00,2021/05/06 17:00:00+00,Goosehaven,47.36583,-116.6795,Benewah,US,ID,19,4,Apr
15,Debris/Open Burning,2021/04/01 17:05:00+00,2021/05/17 22:11:00+00,Pacific,32.71898,-114.7143,Yuma,US,AZ,46,4,Apr
1,Camping,2021/05/17 22:28:00+00,2021/05/21 17:29:59+00,Scout Lake,46.179341,-89.125172,Gogebic,US,MI,4,5,May
782,Cause not found,2021/05/17 18:45:00+00,2021/09/21 15:59:59+00,Bezhik,47.99993,-92.14828,St. Louis,US,MN,127,5,May
213,Other Human Cause,2021/04/20 15:36:59+00,2021/05/18 14:03:00+00,Meadow Creek,35.9823,-83.01189,Cocke,US,TN,28,4,Apr
0,Debris/Open Burning,2021/05/18 01:47:45+00,2021/05/19 22:02:00+00,Brenda,61.5675,-149.351667,Matanuska-Susitna,US,AK,2,5,May
51,Equipment,2021/05/09 20:16:59+00,2021/05/30 14:31:00+00,Long Pond 2,29.07201,-81.78277,Marion,US,FL,21,5,May
8,Lightning,2021/05/17 20:57:27+00,2021/05/21 18:00:00+00,Bear Springs,43.79059,-103.8454,Custer,US,SD,4,5,May
1,Equipment,2021/05/13 19:36:00+00,2021/05/13 21:45:00+00,McCoy Flat,40.38272,-109.6021,Uintah,US,UT,0,5,May
1,Lightning,2021/05/15 19:30:48+00,2021/05/19 18:30:00+00,Deer,41.295,-122.3773,Siskiyou,US,CA,4,5,May
0,Camping,2021/05/17 19:53:00+00,2021/05/19 05:55:00+00,May,44.01604,-114.8688,Custer,US,ID,1,5,May
0,Other Human Cause,2021/05/15 16:15:59+00,2021/05/17 18:07:00+00,PARADISE PONDS,48.14224,-119.7917,Okanogan,US,WA,2,5,May
4,Utilities,2021/05/17 19:31:00+00,2021/05/30 13:34:00+00,Altoona,28.97827,-81.62326,Lake,US,FL,13,5,May
10,Other Human Cause,2021/05/03 17:13:59+00,2021/05/26 17:29:00+00,Tracy,29.02382,-81.5066,Lake,US,FL,23,5,May
657,Other Human Cause,2021/04/22 17:48:00+00,2021/05/18 15:59:59+00,Mill Creek,35.82277,-83.14958,Cocke,US,TN,26,4,Apr
