Acres_burned,Fire_cause,FireDiscoveryDateTime,FireOutDateTime,IncidentName,Latitude,Longitude,County,Country,State,Fire_duration,Month,Month_name
1,Debris/Open Burning,2021/03/24 20:08:00+00,2021/04/01 17:25:00+00,Kaubisch,44.02024,-103.6455,Pennington,US,SD,8,3,Mar
9911,Utilities,2021/03/29 18:26:00+00,2021/04/09 21:59:59+00,Dry Creek CA,43.9474,-100.9211,Jones,US,SD,11,3,Mar
734,Other Human Cause,2021/01/14 18:10:00+00,2021/02/13 16:02:59+00,Pivot CA,44.50723,-100.4836,Hughes,US,SD,30,1,Jan
33,Equipment,2021/03/27 20:00:00+00,2021/05/06 14:29:59+00,Deep Creek,41.81535,-112.9957,Box Elder,US,UT,40,3,Mar
3,Other Human Cause,2021/03/31 21:57:00+00,2021/04/02 00:00:00+00,Bannock County Assist 1,42.82134,-112.2193,Bannock,US,ID,1,3,Mar
11000,Cause and Origin Not Identified,2021/03/29 20:39:00+00,2021/04/11 21:59:59+00,Divide CA,45.58358,-102.7549,Perkins,US,SD,13,3,Mar
9228,Cause not found,2021/03/29 00:00:00+00,2021/04/16 17:00:00+00,CANDY CREEK,36.48994,-96.11028,Osage,US,OK,19,3,Mar
23,Debris/Open Burning,2021/04/02 21:10:00+00,2021/07/07 22:41:00+00,MENDIOLA ROAD,43.74375,-117.1369,Malheur,US,OR,96,4,Apr
22,Incendiary,2021/04/02 23:19:00+00,2021/04/06 18:59:59+00,PENNY GULCH,44.56258,-108.9738,Park,US,WY,4,4,Apr
40,Incendiary,2021/04/01 18:59:59+00,2021/04/16 17:00:00+00,BACON,34.75089,-95.09983,Latimer,US,OK,15,4,Apr
425,Railroad,2021/04/02 19:44:59+00,2021/06/15 18:40:39+00,Miller 3 Wildfire,41.600861,-87.279306,Lake,US,IN,74,4,Apr
5,Other Human Cause,2021/04/04 21:30:00+00,2021/04/15 21:04:59+00,SUMAC,47.24347,-94.20947,Cass,US,MN,11,4,Apr
2130,Lightning,2021/04/02 14:08:00+00,2021/04/29 02:00:00+00,Gila,32.9105,-113.4434,Yuma,US,AZ,26,4,Apr
2,Camping,2021/04/03 15:17:00+00,2021/06/25 15:24:00+00,Mill Dam,29.18358,-81.86647,Marion,US,FL,83,4,Apr
5,Equipment,2021/04/03 01:12:00+00,2021/05/06 18:00:00+00,Pehrson Lane Bravo,40.0747,-112.3547,Tooele,US,UT,34,4,Apr
2,Equipment,2021/04/03 01:30:00+00,2021/04/08 21:59:59+00,Pehrson Lane Alpha,40.08245,-112.3533,Tooele,US,UT,6,4,Apr
8,Debris/Open Burning,2021/04/02 18:29:43+00,2021/04/08 18:59:59+00,Golden Pine,47.91908,-114.361,Lake,US,MT,6,4,Apr
15,Debris/Open Burning,2021/04/01 17:08:00+00,2021/04/11 20:00:00+00,Blue Gulch,42.56074,-114.9937,Owyhee,US,ID,10,4,Apr
281,Incendiary,2021/04/03 01:24:00+00,2021/04/06 22:30:00+00,Pizza,43.10739,-101.0082,Todd,US,SD,4,4,Apr
6,Cause not found,2021/04/02 23:25:00+00,2021/04/09 00:59:59+00,TORO,31.6184,-111.5127,Pima,US,AZ,6,4,Apr
3,Debris/Open Burning,2021/04/03 18:53:00+00,2021/04/09 16:30:00+00,Shelter Valley,48.1257,-114.2979,Flathead,US,MT,6,4,Apr
2171,Utilities,2021/04/01 19:34:00+00,2021/07/28 17:29:59+00,744,46.90244,-103.593,Billings,US,ND,118,4,Apr
0,Debris/Open Burning,2021/04/03 17:28:00+00,2021/04/08 18:59:59+00,Westridge Drive,48.06274,-114.2456,Flathead,US,MT,5,4,Apr
0,Undetermined,2021/04/03 02:51:00+00,2021/04/03 15:59:59+00,Black Widow,43.95903,-103.357,Pennington,US,SD,1,4,Apr
20,Incendiary,2021/04/03 20:03:00+00,2021/04/09 12:59:59+00,Woodpecker,31.44082,-88.88424,Wayne,US,MS,6,4,Apr
14,Other Human Cause,2021/04/04 18:14:59+00,2021/04/15 13:09:00+00,Easter ,31.57806,-92.57869,Grant,US,LA,11,4,Apr
4,Other Human Cause,2021/04/04 18:30:59+00,2021/04/15 13:09:00+00,Bunny,31.57947,-92.58043,Grant,US,LA,11,4,Apr
41,Undetermined,2021/04/04 20:37:00+00,2021/04/19 14:29:59+00,Highway 451 Inc. 0073,45.24896,-107.384,Big Horn,US,MT,15,4,Apr
1,Equipment,2021/04/04 18:33:00+00,2021/04/04 21:00:00+00,Purple Heart,35.1937,-113.8639,Mohave,US,AZ,0,4,Apr
1,Debris/Open Burning,2021/04/04 00:38:00+00,2021/04/07 17:22:00+00,Fritzler,45.21598,-107.3866,Big Horn,US,MT,4,4,Apr
20,Cause not found,2021/04/04 04:34:59+00,2021/05/03 17:58:00+00,STOCKTON,35.27654,-114.0498,Mohave,US,AZ,30,4,Apr
33,Other Human Cause,2021/04/03 19:41:00+00,2021/04/11 00:00:00+00,Number 1 Well,43.24188,-112.6719,Bingham,US,ID,7,4,Apr
0,Debris/Open Burning,2021/04/03 22:03:28+00,2021/04/03 23:29:59+00,Edgewood Place,48.41595,-114.3358,Flathead,US,MT,0,4,Apr
0,Other Human Cause,2021/03/25 14:26:00+00,2021/04/05 16:55:42+00,2nd Street,45.61817,-106.6645,Rosebud,US,MT,11,3,Mar
9977,Cause not found,2021/03/29 16:12:00+00,2021/04/16 17:00:00+00,JAVINE,36.60022,-96.17398,Osage,US,OK,18,3,Mar
3,Debris/Open Burning,2021/03/19 18:27:00+00,2021/04/05 17:02:57+00,Stebbins,45.6393,-106.2907,Rosebud,US,MT,17,3,Mar
3580,Cause not found,2021/04/02 18:20:00+00,2021/05/10 14:29:59+00,345,39.07603,-95.94637,Shawnee,US,KS,38,4,Apr
3500,Cause not found,2021/03/29 22:04:00+00,2021/03/30 02:00:00+00,400 and Road L,38.69993,-96.19993,Lyon,US,KS,0,3,Mar
0,Debris/Open Burning,2021/03/31 20:28:30+00,2021/03/31 21:30:00+00,South Sunburst ,48.00617,-113.9528,Lake,US,MT,0,3,Mar
1,Other Human Cause,2021/04/04 17:35:30+00,2021/04/04 20:00:00+00,Horseshoe Lake,37.120633,-89.3035,Alexander,US,IL,0,4,Apr
0,Other Human Cause,2021/04/04 21:00:00+00,2021/04/05 23:29:59+00,QUINCY LAKE,47.13841,-119.9289,Grant,US,WA,1,4,Apr
2560,Cause not found,2021/03/29 18:35:00+00,2021/04/16 17:00:00+00,WHITEHORN,36.53577,-96.29715,Osage,US,OK,18,3,Mar
0,Debris/Open Burning,2021/04/05 14:05:00+00,2021/04/07 17:45:59+00,Popple,47.65263,-94.17111,Itasca,US,MN,2,4,Apr
7,Debris/Open Burning,2021/04/03 00:00:00+00,2021/04/06 14:00:00+00,Bensley - Custer,46.45393,-105.7848,Custer,US,MT,4,4,Apr
0,Equipment,2021/04/04 18:01:59+00,2021/04/06 14:00:00+00,Guardrail,47.10393,-104.6049,Dawson,US,MT,2,4,Apr
0,Debris/Open Burning,2021/04/03 21:19:00+00,2021/04/05 19:31:00+00,PIT FIRE,47.58089,-93.93514,Itasca,US,MN,2,4,Apr
47,Debris/Open Burning,2021/03/05 00:30:00+00,2021/04/06 14:00:00+00,Mack - Custer,46.65093,-105.5329,Custer,US,MT,33,3,Mar
1,Equipment,2021/04/04 14:16:00+00,2021/04/06 14:00:00+00,North Slab - Wibaux,47.06392,-104.1939,Wibaux,US,MT,2,4,Apr
2624,Cause not found,2021/04/02 21:14:59+00,2021/04/16 21:00:00+00,JOY,36.50189,-96.23318,Osage,US,OK,14,4,Apr
0,Debris/Open Burning,2021/04/04 18:11:00+00,2021/04/05 17:29:59+00,Coral,47.32558,-93.93382,Itasca,US,MN,1,4,Apr
0,Debris/Open Burning,2021/04/03 22:02:59+00,2021/04/05 19:31:00+00,RASPBERRY,47.56638,-93.97709,Itasca,US,MN,2,4,Apr
3,Railroad,2021/04/02 17:58:00+00,2021/04/02 18:45:00+00,EDWARDS,43.63902,-105.3602,Campbell,US,WY,0,4,Apr
0,Cause not found,2021/04/05 18:03:00+00,2021/04/05 23:29:59+00,CROWS NEST,40.5961,-106.4062,Jackson,US,CO,0,4,Apr
467,Incendiary,2021/04/05 18:58:00+00,2021/04/13 14:27:00+00,Carr Bridge,30,-88.97737,Harrison,US,MS,8,4,Apr
114,Other Human Cause,2021/04/04 22:55:00+00,2021/04/07 18:00:00+00,EASTPORT,42.249,-116.1308,Owyhee,US,ID,3,4,Apr
93,Debris/Open Burning,2021/04/05 19:39:00+00,2021/04/13 18:59:59+00,Sierra Vista,38.63712,-112.1791,Sevier,US,UT,8,4,Apr
28,Incendiary,2021/03/18 17:47:00+00,2021/03/21 20:32:59+00,RL 036  KIWOSAY,47.8496,-95.44001,Clearwater,US,MN,3,3,Mar
34,Cause not found,2021/04/04 19:10:00+00,2021/04/08 22:30:00+00,Cedar View Draw,40.35855,-110.0341,Duchesne,US,UT,4,4,Apr
1834,Cause not found,2021/03/30 21:53:55+00,2021/03/31 18:24:00+00,TTU,41.11226,-112.8517,Box Elder,US,UT,1,3,Mar
2186,Equipment,2021/04/04 19:49:00+00,2021/04/15 21:00:00+00,Little Pass,41.0238,-112.9041,Tooele,US,UT,11,4,Apr
21,Cause not found,2021/04/04 17:45:59+00,2021/04/05 21:59:59+00,Altonah Flat,40.40994,-110.3221,Duchesne,US,UT,1,4,Apr
2,Other Human Cause,2021/04/06 18:14:59+00,2021/04/20 18:59:59+00,Hidden Lake ,25.40134,-80.67378,Miami-Dade,US,FL,14,4,Apr
0,Debris/Open Burning,2021/04/06 21:32:00+00,2021/04/07 21:14:59+00,Tyson Wash,33.69423,-114.4708,La Paz,US,AZ,1,4,Apr
1,Debris/Open Burning,2021/04/02 19:23:44+00,2021/04/02 21:00:00+00, Goodrich Road,48.26706,-114.2264,Flathead,US,MT,0,4,Apr
40,Undetermined,2021/04/04 12:00:00+00,2021/04/13 17:00:00+00,Buckley Ridge,34.74533,-94.79282,Le Flore,US,OK,9,4,Apr
660,Debris/Open Burning,2021/04/05 20:51:00+00,2021/04/27 20:12:00+00,Choke Cherry ,37.53164,-113.425,Iron,US,UT,22,4,Apr
10,Other Human Cause,2021/04/03 13:51:37+00,2021/04/17 17:00:00+00,Bills Branch,29.29866,-81.66696,Marion,US,FL,14,4,Apr
5,Other Human Cause,2021/04/06 00:10:00+00,2021/04/13 19:30:00+00,Clearwater,28.9802,-81.5491,Lake,US,FL,8,4,Apr
51,Incendiary,2021/03/20 18:10:00+00,2021/04/08 17:45:00+00,128,38.716383,-82.576083,Lawrence,US,OH,19,3,Mar
11,Debris/Open Burning,2021/04/06 19:38:00+00,2021/04/08 23:29:00+00,RL 126 RIVER ROAD,47.9912,-95.5577,Clearwater,US,MN,2,4,Apr
10,Other Human Cause,2021/04/02 21:33:59+00,2021/04/07 20:24:00+00,Picture Rock,43.07092,-120.8282,Lake,US,OR,5,4,Apr
0,Debris/Open Burning,2021/03/24 00:45:00+00,2021/03/26 16:12:59+00,Charlie,38.575833,-82.641944,Lawrence,US,OH,3,3,Mar
0,Incendiary,2021/03/24 21:41:00+00,2021/03/28 19:27:00+00,Old Forester,38.724444,-82.503889,Lawrence,US,OH,4,3,Mar
5,Debris/Open Burning,2021/04/05 19:27:05+00,2021/04/12 16:15:00+00,Halls Rd,45.7297,-88.507117,Florence,US,WI,7,4,Apr
886,Cause not found,2021/04/03 20:27:00+00,2021/04/16 17:00:00+00,CASINO,36.69994,-96.05833,Osage,US,OK,13,4,Apr
3500,Cause not found,2021/04/03 23:29:59+00,2021/04/16 17:00:00+00,HUGHES,36.61688,-96.03909,Osage,US,OK,13,4,Apr
5000,Other Human Cause,2021/04/03 22:38:00+00,2021/09/27 15:00:00+00,Horse Pasture,47.62063,-103.2974,McKenzie,US,ND,177,4,Apr
1,Investigated but Undetermined,2021/03/12 15:24:00+00,2021/03/16 16:30:00+00,South Cedar,33.816273,-80.775654,Richland,US,SC,4,3,Mar
1,Camping,2021/04/06 18:17:59+00,2021/04/14 16:10:00+00,Major ,29.19411,-81.68276,Marion,US,FL,8,4,Apr
1275,Cause not found,2021/04/06 21:53:00+00,2021/05/06 12:59:59+00,Moore,32.69667,-80.70806,Colleton,US,SC,30,4,Apr
65,Cause not found,2021/04/07 20:06:59+00,2021/04/17 14:50:00+00,ELLIOTT,33.31111,-112.8823,Maricopa,US,AZ,10,4,Apr
5,Other Human Cause,2021/04/07 23:03:59+00,2021/05/03 15:59:59+00,LAKEWOOD,32.63495,-104.3862,Eddy,US,NM,26,4,Apr
6,Other Human Cause,2021/04/07 16:10:00+00,2021/04/14 20:00:00+00,Blue Jay,34.89256,-92.83241,Perry,US,AR,7,4,Apr
248,Other Human Cause,2021/04/04 21:45:00+00,2021/04/06 00:00:00+00,Redwater - Richland,48.0832,-105.1778,Richland,US,MT,1,4,Apr
31,Debris/Open Burning,2021/04/01 20:58:59+00,2021/04/06 18:40:00+00,OReilly,46.89753,-116.7702,Latah,US,ID,5,4,Apr
10,Incendiary,2021/04/06 20:40:00+00,2021/04/13 21:00:00+00,LODGE ,35.269633,-82.973033,Jackson,US,NC,7,4,Apr
17,Debris/Open Burning,2021/04/03 20:18:48+00,2021/04/06 17:13:59+00,Slocum,46.86644,-113.5594,Missoula,US,MT,3,4,Apr
9,Cause not found,2021/04/08 23:19:00+00,2021/04/22 20:55:00+00,LITTLE BUTTE,47.81977,-120.0789,Chelan,US,WA,14,4,Apr
0,Cause not found,2021/04/04 21:09:00+00,2021/04/07 00:59:59+00,WILLOW SPRINGS,32.72698,-110.8904,Pinal,US,AZ,2,4,Apr
350,Cause not found,2021/03/29 21:40:00+00,2021/04/06 18:00:00+00,Ice,38.16744,-97.91253,Reno,US,KS,8,3,Mar
270,Cause not found,2021/03/28 22:25:00+00,2021/04/16 17:00:00+00,CASEBOLT,36.32578,-96.38242,Osage,US,OK,19,3,Mar
377,Cause not found,2021/04/05 14:53:00+00,2021/04/15 17:00:00+00,Fork Mountain,34.49267,-93.99235,Polk,US,AR,10,4,Apr
1728,Cause not found,2021/03/19 19:12:00+00,2021/04/16 17:00:00+00,ADDINGTON,34.2952,-97.89824,Stephens,US,OK,28,3,Mar
1100,Debris/Open Burning,2021/02/05 23:45:00+00,2021/02/09 23:19:59+00,Bent Twig,32.5648,-99.4769,Shackelford,US,TX,4,2,Feb
284,Other Human Cause,2021/04/02 23:03:00+00,2021/04/05 15:00:00+00,Ryndon,40.985217,-115.610983,Elko,US,NV,3,4,Apr
1,Debris/Open Burning,2021/04/09 20:22:14+00,2021/04/20 16:55:00+00,Angel Point,48.01239,-114.2195,Flathead,US,MT,11,4,Apr
872,Cause not found,2021/04/08 16:09:00+00,2021/05/03 18:30:00+00,MARGO,32.92069,-110.7329,Pinal,US,AZ,25,4,Apr
4425,Other Human Cause,2021/04/08 18:30:59+00,2021/05/11 23:29:59+00,Salt,33.13852,-110.1243,Graham,US,AZ,33,4,Apr
1341,Camping,2021/04/08 18:27:59+00,2021/06/01 23:00:00+00,SOUTH RIM 4,29.22983,-103.2949,Brewster,US,TX,54,4,Apr
0,Firearms/Weapons,2021/04/10 21:43:00+00,2021/04/14 19:20:00+00,343,39.14509,-105.1239,Teller,US,CO,4,4,Apr
4,Equipment,2021/04/10 21:49:59+00,2021/05/06 18:00:00+00,Clark Road,40.72664,-113.283,Tooele,US,UT,26,4,Apr
2,Equipment,2021/04/11 19:47:00+00,2021/04/20 22:40:00+00,DRUMHELLER,46.91242,-119.3076,Adams,US,WA,9,4,Apr
3,Equipment,2021/04/05 20:51:00+00,2021/04/08 18:20:59+00,Rice,38.78541,-82.42542,Gallia,US,OH,3,4,Apr
18,Other Human Cause,2021/04/11 20:00:59+00,2021/05/13 19:30:00+00,George,43.87042,-103.3006,Pennington,US,SD,32,4,Apr
30,Incendiary,2021/04/04 18:16:00+00,2021/04/06 21:35:00+00,RL 111,47.8707,-94.8181,Beltrami,US,MN,2,4,Apr
4000,Equipment,2021/02/10 01:18:00+00,2021/02/15 14:40:38+00,North Jones,26.978645,-98.409264,Brooks,US,TX,6,2,Feb
2020,Cause and Origin Not Identified,2021/01/26 20:13:32+00,2021/01/29 13:40:38+00,Jones ,26.91732,-98.322972,Brooks,US,TX,3,1,Jan
479,Debris/Open Burning,2021/01/17 03:23:02+00,2021/01/19 23:00:59+00,Crestonio,27.36356,-98.598508,Duval,US,TX,3,1,Jan
5,Debris/Open Burning,2021/04/11 22:13:18+00,2021/04/21 16:30:00+00,Twin Bridges,48.38703,-114.4534,Flathead,US,MT,10,4,Apr
819,Cause and Origin Not Identified,2021/04/01 21:01:54+00,2021/04/10 00:37:42+00,Tecolote,26.584983,-97.975648,Hidalgo,US,TX,8,4,Apr
413,Camping,2021/03/17 22:51:45+00,2021/03/23 21:15:21+00,Butterfly 2,27.142804,-98.015048,Brooks,US,TX,6,3,Mar
387,Camping,2021/03/12 15:56:48+00,2021/03/22 12:57:50+00,Butterfly,27.15927619,-98.0575808,Brooks,US,TX,10,3,Mar
374,Utilities,2021/01/19 18:27:59+00,2021/02/04 23:15:00+00,ABERNATHY,37.88473,-119.8545,Tuolumne,US,CA,16,1,Jan
0,Debris/Open Burning,2021/04/04 20:38:00+00,2021/04/12 20:00:00+00,Howard Lake,46.98903,-94.64851,Cass,US,MN,8,4,Apr
600,Cause not found,2021/03/30 04:41:56+00,2021/03/31 21:40:00+00,County Road 18,38.10994,-103.0789,Bent,US,CO,2,3,Mar
20,Railroad,2021/04/11 18:32:00+00,2021/04/21 20:00:00+00,Track,40,-114.2583,Elko,US,NV,10,4,Apr
214,Camping,2021/04/08 23:14:20+00,2021/08/30 23:29:59+00,Bear Paw,40.78,-114.043333,Elko,US,NV,144,4,Apr
0,Equipment,2021/04/12 04:28:59+00,2021/04/22 00:59:59+00,MM 115,40.27211,-118.3659,Pershing,US,NV,10,4,Apr
17,Firearms/Weapons,2021/04/11 20:44:00+00,2021/04/21 16:30:00+00,CENTER,35.87959,-115.2125,Clark,US,NV,10,4,Apr
17,Debris/Open Burning,2021/04/12 21:54:44+00,2021/04/15 20:50:00+00,Songbird,48.32017,-114.3708,Flathead,US,MT,3,4,Apr
79,Debris/Open Burning,2021/04/12 20:35:59+00,2021/04/14 20:00:00+00,ISOME,41.3875,-110.3582,Uinta,US,WY,2,4,Apr
0,Other Human Cause,2021/04/11 22:12:59+00,2021/04/11 23:29:59+00,Sorrell,42.81368,-112.2489,Bannock,US,ID,0,4,Apr
921,Cause and Origin Not Identified,2021/03/23 02:31:06+00,2021/03/28 23:10:02+00,Sandhill,31.9355,-102.8645,Winkler,US,TX,6,3,Mar
780,Debris/Open Burning,2021/01/14 18:47:38+00,2021/01/19 23:00:59+00,May,31.96453333,-98.97546667,Brown,US,TX,5,1,Jan
747,Debris/Open Burning,2021/02/05 22:18:00+00,2021/02/09 15:44:34+00,Daphne Prairie,33.24645,-95.15508333,Franklin,US,TX,4,2,Feb
675,Debris/Open Burning,2021/03/10 21:35:31+00,2021/03/14 22:01:00+00,Talking John,34.178061,-99.919555,Foard,US,TX,4,3,Mar
136,Cause not found,2021/04/13 17:19:00+00,2021/04/14 14:00:00+00,STATELINE,40.91314,-106.3028,Jackson,US,CO,1,4,Apr
47,Other Human Cause,2021/04/07 18:25:00+00,2021/04/27 15:00:00+00,Little Rock Creek,36.61867,-84.31276,McCreary,US,KY,20,4,Apr
7,Other Human Cause,2021/04/14 04:30:00+00,2021/04/25 00:59:59+00,MULE SPRINGS,36.00661,-115.5896,Clark,US,NV,11,4,Apr
0,Other Human Cause,2021/04/13 23:15:00+00,2021/04/14 23:40:00+00,Badger ,34.28384,-112.1207,Yavapai,US,AZ,1,4,Apr
0,Other Human Cause,2021/04/01 17:24:00+00,2021/04/13 23:32:00+00,Bear Wallow,42.42113,-121.6098,Klamath,US,OR,12,4,Apr
1,Cause not found,2021/04/13 23:39:00+00,2021/04/20 00:59:59+00,PUNKIN CENTER,33.8682,-111.311,Gila,US,AZ,6,4,Apr
50,Cause not found,2021/04/08 22:21:00+00,2021/05/24 21:00:00+00,Westwood,39.59877,-110.8451,Carbon,US,UT,46,4,Apr
500,Debris/Open Burning,2021/04/13 18:33:59+00,2021/04/26 12:59:59+00,Pipe Springs,34.70272,-94.65437,Le Flore,US,OK,13,4,Apr
7,Cause not found,2021/04/14 18:10:00+00,2021/04/17 13:40:00+00,EIGHTY EIGHT,33.97391,-113.1397,Maricopa,US,AZ,3,4,Apr
2,Other Human Cause,2021/04/13 19:55:00+00,2021/04/13 22:30:00+00,Juniper,42.03171,-112.877,Oneida,US,ID,0,4,Apr
43,Cause not found,2021/04/11 18:58:00+00,2021/04/14 21:00:00+00,BATTLE,32.15708,-103.4594,Lea,US,NM,3,4,Apr
0,Other Human Cause,2021/04/14 09:00:00+00,2021/04/15 21:59:59+00,Valley Mission,34.12863,-114.2839,La Paz,US,AZ,2,4,Apr
24,Equipment,2021/04/13 17:48:59+00,2021/04/24 22:30:00+00,Indian Ridge,43.56993,-114.31,Blaine,US,ID,11,4,Apr
2,Lightning,2021/04/13 13:46:00+00,2021/04/26 17:00:00+00,Cedar,34.95439,-93.15504,Perry,US,AR,13,4,Apr
1,Other Human Cause,2021/04/14 21:58:00+00,2021/04/21 16:30:00+00,Saddlewood,48.25137,-114.4927,Flathead,US,MT,7,4,Apr
2,Other Human Cause,2021/03/25 03:43:00+00,2021/04/17 17:38:00+00,Bartlett,37.04146,-91.42958,Shannon,US,MO,24,3,Mar
1,Debris/Open Burning,2021/04/14 19:53:35+00,2021/04/15 00:59:59+00,Ridge,34.56234,-119.9249,Santa Barbara,US,CA,0,4,Apr
13,Other Human Cause,2021/04/06 23:06:59+00,2021/04/17 13:40:00+00,Prairie,37.69624,-92.40363,Laclede,US,MO,11,4,Apr
0,Other Human Cause,2021/03/28 19:50:59+00,2021/04/16 22:30:00+00,Paddy,37.56102,-92.05756,Texas,US,MO,19,3,Mar
2,Debris/Open Burning,2021/03/28 20:29:59+00,2021/04/16 16:56:00+00,Jim Tom Hollow,37.68208,-91.1637,Crawford,US,MO,19,3,Mar
552,Other Human Cause,2021/03/28 20:37:00+00,2021/04/08 23:15:00+00,Patterson,36.86571,-92.95422,Christian,US,MO,11,3,Mar
209,Other Human Cause,2021/03/29 00:01:00+00,2021/04/16 22:18:00+00,Core,37.62805,-92.40461,Laclede,US,MO,19,3,Mar
11,Other Human Cause,2021/03/30 16:31:59+00,2021/04/16 22:15:59+00,Charcoal,36.80417,-92.9752,Taney,US,MO,17,3,Mar
400,Other Human Cause,2021/03/30 01:10:00+00,2021/04/16 22:20:00+00,Flagmire,37.58407,-92.38659,Laclede,US,MO,18,3,Mar
156,Other Human Cause,2021/03/31 19:12:00+00,2021/04/05 20:15:00+00,Tidwell,36.6469,-92.86026,Taney,US,MO,5,3,Mar
49,Other Human Cause,2021/03/31 21:29:00+00,2021/04/08 20:40:00+00,Brush,36.71031,-92.85136,Taney,US,MO,8,3,Mar
115,Other Human Cause,2021/04/02 01:28:59+00,2021/04/05 22:40:00+00,County Line,36.8284,-93.11328,Christian,US,MO,4,4,Apr
13,Other Human Cause,2021/04/02 19:47:59+00,2021/04/17 17:25:00+00,Kelly Valley West 1 & 2,37.02249,-90.68536,Wayne,US,MO,15,4,Apr
15,Other Human Cause,2021/04/02 21:17:00+00,2021/04/17 17:32:00+00,White Oak,36.9138,-91.33635,Shannon,US,MO,15,4,Apr
3,Other Human Cause,2021/04/03 19:54:00+00,2021/04/17 16:21:59+00,Victory Hollow,36.86188,-90.51248,Butler,US,MO,14,4,Apr
3,Other Human Cause,2021/04/04 17:19:59+00,2021/04/09 15:14:59+00,POND HOLLOW,36.97261,-91.27521,Shannon,US,MO,5,4,Apr
0,Investigated but Undetermined,2021/04/04 05:00:00+00,2021/04/05 17:58:59+00,GOOSE,47.1879,-94.56777,Cass,US,MN,2,4,Apr
273,Other Human Cause,2021/04/04 20:32:00+00,2021/04/15 15:30:00+00,Onion,36.817222,-92.863889,Douglas,US,MO,11,4,Apr
40,Cause not found,2021/04/04 17:16:59+00,2021/04/11 17:42:00+00,Noblett,36.9463,-92.03143,Howell,US,MO,7,4,Apr
273,Other Human Cause,2021/04/06 16:27:00+00,2021/05/06 15:30:00+00,Onion 2,36.81816,-92.85988,Douglas,US,MO,30,4,Apr
1,Other Human Cause,2021/04/05 01:20:00+00,2021/04/09 18:25:00+00,Falling Spring,36.858751,-91.296381,Oregon,US,MO,5,4,Apr
4,Debris/Open Burning,2021/04/06 18:22:00+00,2021/04/17 16:20:00+00,RED BUD,37.11307,-90.40072,Wayne,US,MO,11,4,Apr
120,Other Human Cause,2021/04/06 22:46:00+00,2021/04/17 13:40:00+00,Pine Flat,37.80113,-91.90639,Phelps,US,MO,11,4,Apr
4,Equipment,2021/04/14 22:31:59+00,2021/04/20 15:00:00+00,Harley Dome,39.18983,-109.0998,Grand,US,UT,6,4,Apr
1,Other Human Cause,2021/04/06 23:47:00+00,2021/04/08 22:15:00+00,Max Creek,36.73314,-93.01139,Taney,US,MO,2,4,Apr
284,Other Human Cause,2021/03/22 22:31:00+00,2021/04/16 16:44:59+00,Rock Pile,37.45472,-90.40536,Madison,US,MO,25,3,Mar
1,Cause not found,2021/03/07 23:13:00+00,2021/03/13 15:43:59+00,Combs,36.72247,-92.86846,Taney,US,MO,6,3,Mar
67,Cause not found,2021/03/09 21:04:59+00,2021/04/16 17:27:00+00,Ottery,37.65633,-90.9043,Iron,US,MO,38,3,Mar
1,Cause not found,2021/03/16 15:43:00+00,2021/04/16 17:28:00+00,Bluff,37.74227,-90.92309,Iron,US,MO,31,3,Mar
0,Other Human Cause,2021/03/22 03:36:00+00,2021/04/17 15:45:00+00,Tram,36.89153,-92.03881,Howell,US,MO,26,3,Mar
5,Utilities,2021/04/15 20:48:59+00,2021/04/21 21:30:00+00,PIT,41.43436,-120.8455,Modoc,US,CA,6,4,Apr
0,Other Human Cause,2021/04/15 09:00:00+00,2021/04/21 16:30:00+00,Kaeding Creek,48.42701,-114.302,Flathead,US,MT,6,4,Apr
1,Debris/Open Burning,2021/04/02 18:12:55+00,2021/04/04 21:00:00+00,154,34.54494,-119.8778,Santa Barbara,US,CA,2,4,Apr
1,Other Human Cause,2021/03/22 16:46:00+00,2021/03/30 18:30:00+00,Stone Hill,37.61798,-91.34087,Dent,US,MO,8,3,Mar
0,Debris/Open Burning,2021/04/06 22:04:00+00,2021/04/06 22:20:00+00,RL 127,47.8623,-95.0358,Beltrami,US,MN,0,4,Apr
90,Incendiary,2021/04/03 17:00:00+00,2021/04/16 15:30:00+00,WREN,35.73242,-94.55008,Adair,US,OK,13,4,Apr
10,Other Human Cause,2021/03/21 20:51:59+00,2021/04/02 21:14:59+00,Blue,30.41601,-84.51914,Leon,US,FL,12,3,Mar
1,Undetermined,2021/04/16 21:30:00+00,2021/04/19 20:38:00+00,RICE,47.03875,-93.9446,Cass,US,MN,3,4,Apr
32,Other Human Cause,2021/04/17 04:53:00+00,2021/07/10 20:08:00+00,WILLOW,35.80946,-116.1895,Inyo,US,CA,85,4,Apr
42,Other Human Cause,2021/04/12 19:18:00+00,2021/04/16 22:17:00+00,Cedar,36.86249,-92.93536,Christian,US,MO,4,4,Apr
96,Debris/Open Burning,2021/04/14 01:50:00+00,2021/04/23 20:02:00+00,Greasewood Draw,38.85838,-110.3744,Emery,US,UT,10,4,Apr
1,Debris/Open Burning,2021/04/18 21:47:08+00,2021/04/18 23:29:59+00,Circle Drive,48.38194,-114.1215,Flathead,US,MT,0,4,Apr
2,Debris/Open Burning,2021/04/18 20:05:15+00,2021/04/21 20:45:00+00,Snowberry Trail,48.21983,-114.0638,Flathead,US,MT,3,4,Apr
